"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2020","2020",3165,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2021","2021",3352,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2022","2022",2967,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2023","2023",3032,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2024","2024",2840,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","99","totale","2019","2019",1447,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","99","totale","2020","2020",1380,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","99","totale","2021","2021",1322,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","99","totale","2022","2022",1295,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","99","totale","2023","2023",1164,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y44","44 anni","99","totale","2024","2024",1145,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y44","44 anni","99","totale","2019","2019",1514,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y44","44 anni","99","totale","2020","2020",1466,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y44","44 anni","99","totale","2021","2021",1403,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y44","44 anni","99","totale","2022","2022",1240,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y44","44 anni","99","totale","2023","2023",1246,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y44","44 anni","99","totale","2024","2024",1243,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2019","2019",2961,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2020","2020",2846,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2021","2021",2725,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2022","2022",2535,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2023","2023",2410,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y44","44 anni","99","totale","2024","2024",2388,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2019","2019",1512,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2020","2020",1525,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2021","2021",1370,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2022","2022",1340,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2023","2023",1245,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2024","2024",1231,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2019","2019",1602,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2020","2020",1486,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2021","2021",1472,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2022","2022",1440,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2023","2023",1244,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2024","2024",1193,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2019","2019",3114,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2020","2020",3011,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2021","2021",2842,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2022","2022",2780,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2023","2023",2489,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2024","2024",2424,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2019","2019",1473,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2020","2020",1483,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2021","2021",1345,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2022","2022",1251,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2023","2023",1260,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2024","2024",1283,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2019","2019",1569,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2020","2020",1524,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2021","2021",1401,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2022","2022",1324,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2023","2023",1288,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2024","2024",1177,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2019","2019",1641,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2020","2020",1592,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2021","2021",1741,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2022","2022",1529,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2023","2023",1518,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2024","2024",1530,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2019","2019",1669,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2020","2020",1586,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2021","2021",1730,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2022","2022",1659,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2023","2023",1486,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2024","2024",1501,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2019","2019",1372,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2020","2020",1442,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2021","2021",1385,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2022","2022",1316,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2023","2023",1298,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y45","45 anni","99","totale","2024","2024",1151,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2019","2019",1446,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2020","2020",1510,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2021","2021",1484,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2022","2022",1412,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2023","2023",1241,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y45","45 anni","99","totale","2024","2024",1241,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2019","2019",2818,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2020","2020",2952,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2021","2021",2869,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2022","2022",2728,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2023","2023",2539,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2024","2024",2392,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2019","2019",3042,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2020","2020",3007,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2021","2021",2746,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2022","2022",2575,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2023","2023",2548,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2024","2024",2460,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2019","2019",3310,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2020","2020",3178,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2021","2021",3471,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2022","2022",3188,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2023","2023",3004,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y45","45 anni","99","totale","2024","2024",3031,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2019","2019",1683,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2020","2020",1493,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2021","2021",1529,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2022","2022",1371,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2023","2023",1352,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2024","2024",1246,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2019","2019",1608,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2020","2020",1618,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2021","2021",1495,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2022","2022",1459,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2023","2023",1441,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2024","2024",1257,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2019","2019",3291,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",3111,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2021","2021",3024,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2022","2022",2830,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2023","2023",2793,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2024","2024",2503,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2019","2019",1424,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2020","2020",1484,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2021","2021",1470,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2022","2022",1343,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2023","2023",1255,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2024","2024",1279,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2019","2019",1547,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2020","2020",1560,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2021","2021",1497,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2022","2022",1394,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2023","2023",1332,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2024","2024",1292,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2019","2019",2971,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",3044,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2021","2021",2967,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2022","2022",2737,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2023","2023",2587,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2024","2024",2571,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2019","2019",1586,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2020","2020",1655,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2021","2021",1746,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2022","2022",1656,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2023","2023",1554,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2024","2024",1533,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2019","2019",1540,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2020","2020",1661,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2021","2021",1734,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2022","2022",1628,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2023","2023",1684,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2024","2024",1494,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2019","2019",3126,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",3316,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2021","2021",3480,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2022","2022",3284,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2023","2023",3238,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2024","2024",3027,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2019","2019",1359,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2020","2020",1352,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2021","2021",1458,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2022","2022",1393,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2023","2023",1314,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y46","46 anni","99","totale","2024","2024",1298,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2019","2019",1502,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2020","2020",1447,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2021","2021",1511,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2022","2022",1476,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2023","2023",1420,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y46","46 anni","99","totale","2024","2024",1253,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2019","2019",2861,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2020","2020",2799,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2021","2021",2969,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2022","2022",2869,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2023","2023",2734,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y46","46 anni","99","totale","2024","2024",2551,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2019","2019",1568,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2020","2020",1689,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2021","2021",1495,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2022","2022",1534,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2023","2023",1362,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2024","2024",1367,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2019","2019",1680,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2020","2020",1609,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2021","2021",1631,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2022","2022",1493,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2023","2023",1481,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2024","2024",1450,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2019","2019",3248,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",3298,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2021","2021",3126,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2022","2022",3027,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2023","2023",2843,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2024","2024",2817,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2019","2019",1478,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2020","2020",1429,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2021","2021",1464,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2022","2022",1465,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2023","2023",1324,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2024","2024",1240,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2019","2019",1559,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2020","2020",1555,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2021","2021",1553,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2022","2022",1475,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2023","2023",1396,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2024","2024",1325,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2019","2019",3037,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",2984,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2021","2021",3017,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2022","2022",2940,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2023","2023",2720,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2024","2024",2565,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2019","2019",1590,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2020","2020",1592,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2021","2021",1813,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2022","2022",1650,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2023","2023",1677,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2024","2024",1572,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2019","2019",1659,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2020","2020",1548,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2021","2021",1806,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2022","2022",1626,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2023","2023",1646,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2024","2024",1697,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2019","2019",3249,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",3140,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2021","2021",3619,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2022","2022",3276,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2023","2023",3323,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2024","2024",3269,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2019","2019",1390,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2020","2020",1353,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2021","2021",1364,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2022","2022",1455,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2023","2023",1390,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y47","47 anni","99","totale","2024","2024",1310,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2019","2019",1482,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2020","2020",1497,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2021","2021",1455,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2022","2022",1511,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2023","2023",1476,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y47","47 anni","99","totale","2024","2024",1416,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2019","2019",2872,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2020","2020",2850,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2021","2021",2819,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2022","2022",2966,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2023","2023",2866,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y47","47 anni","99","totale","2024","2024",2726,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y48","48 anni","99","totale","2019","2019",1607,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y48","48 anni","99","totale","2020","2020",1569,,
