"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2023","2023",1845,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2024","2024",1891,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2019","2019",982,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",985,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2021","2021",955,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2022","2022",932,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2023","2023",1031,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2024","2024",964,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2019","2019",847,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",852,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2021","2021",886,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2022","2022",800,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2023","2023",877,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2024","2024",843,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2019","2019",1829,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",1837,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2021","2021",1841,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2022","2022",1732,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2023","2023",1908,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2024","2024",1807,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2019","2019",914,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",923,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2021","2021",987,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2022","2022",978,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2023","2023",1007,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2024","2024",1090,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2019","2019",854,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",817,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2021","2021",847,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2022","2022",826,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2023","2023",926,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2024","2024",892,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2019","2019",1768,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",1740,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2021","2021",1834,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2022","2022",1804,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2023","2023",1933,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2024","2024",1982,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2019","2019",1037,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2020","2020",983,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2021","2021",922,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2022","2022",942,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2023","2023",1076,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y24","24 anni","99","totale","2024","2024",1086,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2019","2019",1022,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2020","2020",928,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2021","2021",971,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2022","2022",893,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2023","2023",864,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y24","24 anni","99","totale","2024","2024",922,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2019","2019",2059,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2020","2020",1911,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2021","2021",1893,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2022","2022",1835,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2023","2023",1940,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y24","24 anni","99","totale","2024","2024",2008,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2019","2019",1033,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",953,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2021","2021",990,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2022","2022",1040,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2023","2023",1084,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2024","2024",1036,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2019","2019",841,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",891,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2021","2021",826,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2022","2022",888,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2023","2023",852,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2024","2024",876,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2019","2019",1874,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",1844,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2021","2021",1816,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2022","2022",1928,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2023","2023",1936,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2024","2024",1912,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2019","2019",954,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",997,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2021","2021",1011,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2022","2022",972,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2023","2023",964,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2024","2024",1058,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2019","2019",881,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",871,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2021","2021",854,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2022","2022",888,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2023","2023",846,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2024","2024",887,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2019","2019",1835,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",1868,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2021","2021",1865,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2022","2022",1860,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2023","2023",1810,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2024","2024",1945,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2019","2019",948,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",917,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2021","2021",984,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2022","2022",939,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2023","2023",1006,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2024","2024",1090,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2019","2019",890,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",881,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2021","2021",839,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2022","2022",838,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2023","2023",839,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2024","2024",952,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2019","2019",1838,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",1798,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2021","2021",1823,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2022","2022",1777,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2023","2023",1845,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2024","2024",2042,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2019","2019",1110,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2020","2020",1006,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2021","2021",965,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2022","2022",922,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2023","2023",933,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y25","25 anni","99","totale","2024","2024",1078,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2019","2019",1011,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2020","2020",998,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2021","2021",897,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2022","2022",945,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2023","2023",863,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y25","25 anni","99","totale","2024","2024",869,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2019","2019",2121,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2020","2020",2004,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2021","2021",1862,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2022","2022",1867,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2023","2023",1796,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y25","25 anni","99","totale","2024","2024",1947,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2019","2019",1081,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",1061,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2021","2021",995,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2022","2022",1016,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2023","2023",1109,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2024","2024",1114,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2019","2019",904,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2020","2020",864,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2021","2021",930,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2022","2022",855,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2023","2023",956,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2024","2024",891,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2019","2019",1985,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2020","2020",1925,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2021","2021",1925,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2022","2022",1871,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2023","2023",2065,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2024","2024",2005,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2019","2019",1009,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",976,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2021","2021",1039,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2022","2022",1021,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2023","2023",1039,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2024","2024",996,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2019","2019",930,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2020","2020",921,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2021","2021",893,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2022","2022",861,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2023","2023",934,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2024","2024",857,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2019","2019",1939,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2020","2020",1897,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2021","2021",1932,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2022","2022",1882,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2023","2023",1973,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2024","2024",1853,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2019","2019",984,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",953,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2021","2021",978,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2022","2022",957,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2023","2023",965,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2024","2024",1058,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2019","2019",983,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2020","2020",910,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2021","2021",891,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2022","2022",847,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2023","2023",843,,
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2024","2024",884,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2019","2019",1967,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2020","2020",1863,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2021","2021",1869,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2022","2022",1804,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2023","2023",1808,,
"100005","Prato","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2024","2024",1942,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2019","2019",1104,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2020","2020",1053,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2021","2021",974,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2022","2022",949,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2023","2023",911,,
"073027","Taranto","JAN","popolazione al 1º gennaio","1","maschi","Y26","26 anni","99","totale","2024","2024",930,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2019","2019",1050,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2020","2020",973,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2021","2021",960,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2022","2022",873,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2023","2023",928,,
"073027","Taranto","JAN","popolazione al 1º gennaio","2","femmine","Y26","26 anni","99","totale","2024","2024",864,"e","dato stimato"
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2019","2019",2154,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2020","2020",2026,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2021","2021",1934,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2022","2022",1822,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2023","2023",1839,,
"073027","Taranto","JAN","popolazione al 1º gennaio","9","totale","Y26","26 anni","99","totale","2024","2024",1794,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2019","2019",1096,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2020","2020",1094,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2021","2021",1119,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2022","2022",1046,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2023","2023",1036,,
"032006","Trieste","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2024","2024",1151,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2019","2019",957,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2020","2020",917,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2021","2021",896,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2022","2022",934,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2023","2023",904,,
"032006","Trieste","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2024","2024",997,"e","dato stimato"
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",2053,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2020","2020",2011,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2021","2021",2015,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2022","2022",1980,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2023","2023",1940,,
"032006","Trieste","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2024","2024",2148,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2019","2019",1037,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2020","2020",1035,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2021","2021",1032,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2022","2022",1060,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2023","2023",1080,,
"036023","Modena","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2024","2024",1060,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2019","2019",941,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2020","2020",963,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2021","2021",947,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2022","2022",911,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2023","2023",885,,
"036023","Modena","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2024","2024",944,"e","dato stimato"
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2019","2019",1978,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2020","2020",1998,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2021","2021",1979,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2022","2022",1971,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2023","2023",1965,,
"036023","Modena","JAN","popolazione al 1º gennaio","9","totale","Y27","27 anni","99","totale","2024","2024",2004,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2019","2019",974,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2020","2020",987,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2021","2021",999,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2022","2022",922,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2023","2023",1005,,
"100005","Prato","JAN","popolazione al 1º gennaio","1","maschi","Y27","27 anni","99","totale","2024","2024",1027,"e","dato stimato"
"100005","Prato","JAN","popolazione al 1º gennaio","2","femmine","Y27","27 anni","99","totale","2019","2019",984,,
